tehsil,markaz,name,gender,level,category,lat,lng
KHUSHAB,RODA SOUTH (MALE),38210833 - GES LUKOO,Male,Middle,SED,32.047746,72.079962
KHUSHAB,MITHA TIWANA SADAR (MALE),38210834 - GES MITHA TIWANA,Male,Middle,SED,32.24478,72.10438
KHUSHAB,RODA NORTH (MALE),38210835 - GES TAHIR WALA,Male,Middle,SED,32.07503209,72.12504331
KHUSHAB,JABBI SHARIF NORTH (MALE),38210838 - GES CHANKI,Male,Middle,SED,32.385361,72.116985
KHUSHAB,JABBI SHARIF NORTH (MALE),38210839 - GES DHOK MEER AHMED,Male,Middle,SED,32.340563,72.137874
KHUSHAB,MITHA TIWANA WEST (MALE),38210840 - GES PANJA,Male,Middle,SED,32.23186,72.06188
KHUSHAB,RODA NORTH (MALE),38210962 - GPS JAMALIAN WALA,Male,Primary,PSRP-II,32.12663232,71.99067704
KHUSHAB,KATHA SAGRAL EAST (MALE),38210963 - GPS DERA MAKHANA,Male,Primary,PSRP-I,32.480383,72.613778
KHUSHAB,MITHA TIWANA WEST (MALE),38210969 - GPS NAHR PUL KAMRAY WALA,Male,Primary,PSRP-I,32.21395,71.98524
KHUSHAB,MITHA TIWANA WEST (MALE),38210970 - GPS DERA KHUDA YAR RATIAL,Male,Primary,PSRP-I,32.164015,72.007429
KHUSHAB,MITHA TIWANA EAST (MALE),38210973 - GPS REHMAN COLONY,Male,Primary,SED,32.275541,72.256779
KHUSHAB,JABBI SHARIF SOUTH (MALE),38210976 - GPS PUL JABBI,Male,Primary,SED,32.318182,72.111586
KHUSHAB,MITHA TIWANA WEST (MALE),38210978 - GPS DERA ISHAQUE MAHAL MITHA TIWANA,Male,Primary,SED,32.279516,72.083227
,,,,,,,
QUAIDABAD,QUAIDABAD (MALE),38230022 - GPS ALLAH BAKHSH SHUMAR,Male,Primary,SED,32.349274,71.849829
QUAIDABAD,GUNJIAL (MALE),38230024 - GPS BHROKIAN WALA,Male,Primary,SED,32.417393,71.83849
QUAIDABAD,WARCHA (MALE),38230029 - GPS Darbar Sharif Warcha,Male,Primary,SED,32.41658,71.96401
QUAIDABAD,GUNJIAL (MALE),38230032 - GPS DERA LURKA,Male,Primary,SED,32.378675,71.845925
QUAIDABAD,QUAIDABAD (MALE),38230034 - GPS DERA NOORAY KHAIL SHIMAR,Male,Primary,SED,32.332898,71.85564
QUAIDABAD,GUNJIAL (MALE),38230039 - GPS KHALIQ DAD BANDIAL,Male,Primary,SED,32.395826,71.857815
QUAIDABAD,QUAIDABAD (MALE),38230040 - GPS KHARAY KHAIL,Male,Primary,SED,32.375087,71.892247
QUAIDABAD,GUNJIAL (MALE),38230047 - GPS MUHAMMAD KHAILAN WALA BANDIAL,Male,Primary,SED,32.377526,71.839268
QUAIDABAD,MITHA KHOOH (MALE),38230056 - GPS TITIAN WALI,Male,Primary,SED,32.241875,71.815479
QUAIDABAD,OKHLI MOHLA (MALE),38230142 - GPS Dera Muhammad sher,Male,Primary,SED,32.26643,71.98917
QUAIDABAD,OKHLI MOHLA (MALE),38230143 - GPS Kukranwali,Male,Primary,SED,32.25546,71.9844
QUAIDABAD,BANDIAL (MALE),38230202 - GES Ahmedal No.1,Male,Middle,SED,32.451809,71.880447
QUAIDABAD,BANDIAL (MALE),38230203 - Gps Ahmedal No.2,Male,Primary,SED,32.450247,71.876173
QUAIDABAD,BANDIAL (MALE),38230205 - GES No.2 Bandial,Male,Middle,SED,32.368303,71.798988
QUAIDABAD,MITHA KHOOH (MALE),38230207 - GPS CHAK NO. 33/DB,Male,Primary,SED,32.271225,71.715145
QUAIDABAD,MITHA KHOOH (MALE),38230208 - GPS CHAK NO. 34/DB,Male,Primary,SED,32.230921,71.727879
QUAIDABAD,GUNJIAL (MALE),38230209 - GES CHAK NO. 5 TDA,Male,Middle,SED,32.323394,71.943917
QUAIDABAD,GUNJIAL (MALE),38230214 - GPS DERA SHER MUHAMMAD WALA,Male,Primary,SED,32.327887,71.975245
QUAIDABAD,QUAIDABAD (MALE),38230217 - GPS DHUDIAN WALI,Male,Primary,SED,32.358385,71.90567
QUAIDABAD,WARCHA (MALE),38230218 - GPS Fateh Pur Mera,Male,Primary,SED,32.44456,71.89738
QUAIDABAD,MITHA KHOOH (MALE),38230221 - GPS GHAZI KHAIL,Male,Primary,SED,32.2602118,71.8697027
QUAIDABAD,BANDIAL (MALE),38230223 - GES Golaywali,Male,Middle,SED,32.48814,71.845993
QUAIDABAD,GUNJIAL (MALE),38230226 - GPS HABIB KHAILAN WALA,Male,Primary,SED,32.320431,71.902927
QUAIDABAD,GUNJIAL (MALE),38230228 - GPS JHANDAY KHAIL,Male,Primary,SED,32.313193,71.955859
QUAIDABAD,MITHA KHOOH (MALE),38230229 - GES Jajha,Male,Middle,SED,32.2847934,71.7596285
QUAIDABAD,GUNJIAL (MALE),38230233 - GPS KHANAY KHAIL,Male,Primary,SED,32.323708,71.958813
QUAIDABAD,QUAIDABAD (MALE),38230236 - GPS LABOUR COLONY,Male,Primary,SED,32.33694,71.876379
QUAIDABAD,QUAIDABAD (MALE),38230238 - GPS MALIK WALA,Male,Primary,SED,32.354472,71.889896
QUAIDABAD,MITHA KHOOH (MALE),38230239 - GPS MEHBOOB NAGAR,Male,Primary,SED,32.2830641,71.8866945
QUAIDABAD,QUAIDABAD (MALE),38230240 - GPS MEHR KHAN SHIMAR,Male,Primary,SED,32.351942,71.872445
QUAIDABAD,BANDIAL (MALE),38230242 - Gps Mianwala,Male,Primary,SED,32.462411,71.819932
QUAIDABAD,QUAIDABAD (MALE),38230244 - GPS RAILWAY STATION QUAIDABAD,Male,Primary,SED,32.336376,71.89736
QUAIDABAD,BANDIAL (MALE),38230246 - Gps Shah Nawaz khel,Male,Primary,SED,32.472337,71.791247
QUAIDABAD,GUNJIAL (MALE),38230247 - GPS THAITHIAN WALA,Male,Primary,SED,32.29129,71.920988
QUAIDABAD,GUNJIAL (MALE),38230249 - GES UTRA,Male,Middle,SED,32.314673,71.898857
QUAIDABAD,CHAK NO 22/MB (MALE),38230468 - GPS Chak No 31MB,Male,Primary,SED,32.097921,71.96483
QUAIDABAD,CHAK NO 22/MB (MALE),38230471 - GPS Chak No 12MB,Male,Primary,SED,32.20363,71.88769
QUAIDABAD,CHAK NO 22/MB (MALE),38230474 - GES Dost Muhammad Chak No.22MB,Male,Middle,SED,32.19887,72.0005
QUAIDABAD,CHAK NO 22/MB (MALE),38230476 - GPS Chak No. 24MB,Male,Primary,SED,32.176203,71.994252
QUAIDABAD,CHAK NO 22/MB (MALE),38230480 - GES Chak No.28 MB,Male,Middle,SED,32.111431,71.92198
QUAIDABAD,OKHLI MOHLA (MALE),38230481 - GPS 3 TDA,Male,Primary,SED,32.22575,71.98279
QUAIDABAD,CHAK NO 22/MB (MALE),38230482 - GPS Chak No.30MB,Male,Primary,SED,32.103527,71.9229
QUAIDABAD,MITHA KHOOH (MALE),38230485 - GES CHAK NO. 39 DB,Male,Middle,SED,32.202469,71.7525887
QUAIDABAD,OKHLI MOHLA (MALE),38230486 - GPS 7 MB,Male,Primary,SED,32.24718,71.91268
QUAIDABAD,MITHA KHOOH (MALE),38230488 - GES CHAK NO. 38 DB,Male,Middle,SED,32.231827,71.7427973
QUAIDABAD,DHOKRI (MALE),38230489 - GES CHUSSU,Male,Middle,SED,32.349437,72.02259
QUAIDABAD,OKHLI MOHLA (MALE),38230503 - GPS Madnianwala,Male,Primary,SED,32.27958,71.9533
QUAIDABAD,OKHLI MOHLA (MALE),38230506 - GPS Pidranwala,Male,Primary,SED,32.30749,72.02578
QUAIDABAD,CHAK NO 22/MB (MALE),38230515 - GPS Warhi Usman khel,Male,Primary,SED,32.201211,71.9519
QUAIDABAD,QUAIDABAD (MALE),38230795 - GES AMIR WALA,Male,Middle,SED,32.327599,71.891142
QUAIDABAD,WARCHA (MALE),38230796 - GES Anb Sharif,Male,Middle,SED,32.50633,71.92631
QUAIDABAD,BANDIAL (MALE),38230797 - GES Bhan Barry khel,Male,Middle,SED,32.475368,71.81515
QUAIDABAD,OKHLI MOHLA (MALE),38230798 - GES 8 MB,Male,Middle,SED,32.24516,71.87807
QUAIDABAD,DHOKRI (MALE),38230801 - GES DHOKARI,Male,Middle,SED,32.394781,72.062496
QUAIDABAD,WARCHA (MALE),38230802 - GES Canal Colony Gunjial,Male,Middle,SED,32.35623,71.93052
QUAIDABAD,QUAIDABAD (MALE),38230804 - GES QUAIDABAD,Male,Middle,SED,32.341882,71.879794
QUAIDABAD,WARCHA (MALE),38230806 - GES Warcha City,Male,Middle,SED,32.40844,71.9766
QUAIDABAD,CHAK NO 22/MB (MALE),38230836 - GES Chak No 32MB,Male,Middle,SED,32.0665911,71.98608
,,,,,,,
NAUSHEHRA,SODHI JAY WALI (MALE),38240307 - GPS ATHAL NO.2,Male,Middle,SED,32.518058,72.229622
NAUSHEHRA,SODHI JAY WALI (MALE),38240325 - GPS DHOK FATEH SHER LADAL,Male,Primary,SED,32.601215,72.212511
NAUSHEHRA,UCHALLI (MALE),38240334 - GPS DHABKARAN,Male,Primary,SED,32.5437886,72.030743
NAUSHEHRA,UCHALLI (MALE),38240339 - GPS JHUGIAN SAYYEDAN,Male,Primary,SED,32.535121,72.016339
NAUSHEHRA,KHABAKI (MALE),38240342 - GPS Khabaki,Male,Middle,SED,32.617291,72.236099
NAUSHEHRA,SODHI JAY WALI (MALE),38240343 - GPS KHURA,Male,Primary,SED,32.528243,72.220603
NAUSHEHRA,UCHALLI (MALE),38240345 - GPS KOT KHUSHHAL,Male,Primary,SED,32.542146,72.091638
NAUSHEHRA,KHABAKI (MALE),38240352 - GPS MEHMOOD MASJID MARDWAL,Male,Primary,SED,32.602727,72.163525
NAUSHEHRA,UCHALLI (MALE),38240353 - GPS MERA KUFRI,Male,Primary,SED,32.560998,72.081267
NAUSHEHRA,NAUSHEHRA (MALE),38240355 - GPS MUNDIAL,Male,Primary,SED,32.559782,72.146146
NAUSHEHRA,NAUSHEHRA (MALE),38240357 - GPS NO.1 NAUSHERA,Male,Middle,SED,32.568603,72.150857
NAUSHEHRA,NAUSHEHRA (MALE),38240359 - GPS NO.3 NAUSHERA,Male,Primary,SED,32.563717,72.150289
NAUSHEHRA,NAUSHEHRA (MALE),38240362 - GPS Phatwal Anga,Male,Primary,SED,32.599122,72.086493
NAUSHEHRA,UCHALLI (MALE),38240367 - GPS UCHHALI,Male,Primary,SED,32.5379418,72.0173717
NAUSHEHRA,UCHALLI (MALE),38240816 - GES CHITTA,Male,Middle,SED,32.557861,71.998177
NAUSHEHRA,KHABAKI (MALE),38240817 - GES DHADHAR,Male,Middle,SED,32.630613,72.201754
NAUSHEHRA,KHABAKI (MALE),38240818 - GES JABBA,Male,Middle,SED,32.633,72.367
NAUSHEHRA,NAUSHEHRA (MALE),38240819 - GES JHALAR,Male,Primary,SED,32.49961,72.09965
NAUSHEHRA,SODHI JAY WALI (MALE),38240820 - GES KALYAL,Male,Middle,SED,32.563442,72.285432
NAUSHEHRA,SODHI JAY WALI (MALE),38240822 - GES MUSTAFABAD,Male,Middle,SED,32.565953,72.221854
NAUSHEHRA,UCHALLI (MALE),38240823 - GES SABHRAL,Male,Middle,SED,32.556156,72.116688
NAUSHEHRA,NAUSHEHRA (MALE),38240824 - GES SHAKARKOT,Male,Primary,SED,32.582131,72.110526
NAUSHEHRA,SODHI JAY WALI (MALE),38240825 - GES UCHHALA,Male,Middle,SED,32.607461,72.222596
,,,,,,,
NOORPUR THAL,ADHI KOT (MALE),"38220101 - GPS GHEREEB COLONY, ADHI KOT",Male,Primary,SED,32.1099866,71.8117154
NOORPUR THAL,ADHI KOT (MALE),38220112 - GPS WARI CHARAGH KHAIL,Male,Primary,SED,32.0366122,71.8124177
NOORPUR THAL,ADHI KOT (MALE),38220077 - GPS BASTI CHAN,Male,Primary,SED,32.1001069,71.8485614
NOORPUR THAL,ADHI KOT (MALE),38220081 - GPS CHAK NO. 19 MB,Male,Primary,SED,32.1040786,71.8923441
NOORPUR THAL,ADHI KOT (MALE),38220111 - GPS WARHI PANAH KHAIL,Male,Primary,PSRP-I,32.059723,71.8191693
NOORPUR THAL,ADHI KOT (MALE),38220069 - GPS RAKH BILAND,Male,Primary,PSRP-I,32.0800166,71.9409424
NOORPUR THAL,ADHI KOT (MALE),38220078 - GPS DERA FARID KHAIL,Male,Primary,PSRP-II,32.0940346,71.7586906
NOORPUR THAL,ADHI KOT (MALE),38220093 - GPS DERA CHAN,Male,Primary,PSRP-II,32.0844119,71.9045092
NOORPUR THAL,ADHI KOT (MALE),38220097 - GPS DERA LAL KHAN,Male,Primary,PSRP-II,32.0814409,71.7667196
NOORPUR THAL,ADHI KOT (MALE),38220099 - GPS DERA SHEIKH GHULAM RASOOL,Male,Primary,PSRP-II,32.0484227,71.8376448
NOORPUR THAL,BILAND (MALE),38220072 - GPS SIDDIQUE WALA,Male,Primary,SED,31.9567775,71.9294695
NOORPUR THAL,BILAND (MALE),38220038 - GPS DERA ATTA MUHAMMAD KALOO,Male,Primary,SED,32.0659532,71.9245723
NOORPUR THAL,BILAND (MALE),38220061 - GPS MOHALLA HAJI MUHAMMAD SHER BILAND,Male,Primary,SED,31.9916089,71.9218325
NOORPUR THAL,BILAND (MALE),38220005 - GPS DERA NAWAB KALOO,Male,Primary,SED,32.0075129,71.8685403
NOORPUR THAL,BILAND (MALE),38220094 - GPS DERA FATEH KHAN,Male,Primary,SED,31.9662557,71.8519407
NOORPUR THAL,BILAND (MALE),38220041 - GPS DERA MUHAMMAD HANIF,Male,Primary,SED,31.908103,71.8784313
NOORPUR THAL,BILAND (MALE),38220110 - GPS WADHLAN WALA,Male,Primary,SED,31.9976678,71.8353202
NOORPUR THAL,BILAND (MALE),38220036 - GPS CHAH ALLAH BAKHSH WALA,Male,Primary,PSRP-I,32.0232478,71.8911736
NOORPUR THAL,BILAND (MALE),38220033 - GPS AMIR WALA BILAND,Male,Primary,PSRP-I,31.9672538,71.888084
NOORPUR THAL,BILAND (MALE),38220046 - GPS GAMAY KHAIL BILAND,Male,Primary,PSRP-I,32.0492699,71.922874
NOORPUR THAL,BILAND (MALE),38220003 - GPS DERA KANJU WALA,Male,Primary,PSRP-II,32.0367077,71.9354437
NOORPUR THAL,BILAND (MALE),38220039 - GPS DERA DHONAN WALA,Male,Primary,PSRP-II,31.927373,71.8839483
NOORPUR THAL,BILAND (MALE),38220063 - GPS MUHAMMAD SHER WALA,Male,Primary,PSRP-II,31.9903284,71.8768197
NOORPUR THAL,JAMALI (MALE),38220308 - GPS DERA JAAT MOHARAN WALA,Male,Primary,SED,31.82145,71.88356
NOORPUR THAL,JAMALI (MALE),38220051 - GPS ISMAIL WALA,Male,Primary,SED,31.9523711,72.0437966
NOORPUR THAL,JAMALI (MALE),38220073 - GPS SHAH ALAM BINGI,Male,Primary,SED,31.9688787,72.0271296
NOORPUR THAL,JAMALI (MALE),38220050 - GPS HAFIZ WALA,Male,Primary,SED,31.9560042,72.012736
NOORPUR THAL,JAMALI (MALE),38220130 - GPS KONIAN WALA DHAMAK,Male,Primary,SED,31.881261,72.0128949
NOORPUR THAL,JAMALI (MALE),38220116 - GPS KHAN MUHAMMAD WALA,Male,Primary,SED,31.9012156,72.0576543
NOORPUR THAL,JAMALI (MALE),38220140 - GPS SHAHEEN ABAD,Male,Primary,SED,31.8503127,72.0563089
NOORPUR THAL,JAMALI (MALE),38220143 - GES TAHLA,Male,Middle,SED,31.7860424,72.0354459
NOORPUR THAL,JAMALI (MALE),38220120 - GPS Azmat Wala,Male,Primary,PSRP-I,31.87516,72.0961555
NOORPUR THAL,JAMALI (MALE),38220043 - GPS Dhok Sikander,Male,Primary,PSRP-I,31.9718678,72.0367284
NOORPUR THAL,JAMALI (MALE),38220062 - GPS Muhammad Ali Wala,Male,Primary,PSRP-I,31.9522652,72.0616394
NOORPUR THAL,JAMALI (MALE),38220056 - GPS Chah killian Wla,Male,Primary,PSRP-I,31.8538431,71.9566437
NOORPUR THAL,JAMALI (MALE),38220019 - GPS CHANRAN WALA,Male,Primary,PSRP-II,31.7622601,72.0039896
NOORPUR THAL,JURA KALAN (EAST) (MALE),38220141 - GPS SHER GARH,Male,Primary,SED,31.972524,72.2178925
NOORPUR THAL,JURA KALAN (EAST) (MALE),38220137 - GPS RAKH JAURA KALAN,Male,Primary,SED,31.895983,72.2301777
NOORPUR THAL,JURA KALAN (EAST) (MALE),38220145 - GPS THATTI KALAK BHAN,Male,Primary,SED,31.905838,72.2271259
NOORPUR THAL,JURA KALAN (EAST) (MALE),38220129 - GPS KAKA,Male,Primary,SED,31.8719911,72.2003227
NOORPUR THAL,JURA KALAN (EAST) (MALE),38220132 - GPS LAGHARI,Male,Primary,SED,31.9331363,72.2166835
NOORPUR THAL,JURA KALAN (EAST) (MALE),38220235 - GES TAITRI,Male,Middle,SED,31.9611697,72.2196633
NOORPUR THAL,JURA KALAN (EAST) (MALE),38220124 - GPS DHOK MUZAFFAR,Male,Primary,SED,31.9653395,72.2537119
NOORPUR THAL,JURA KALAN (EAST) (MALE),38220131 - GPS Lal Hussain,Male,Primary,PSRP-I,32.013386,72.2390817
NOORPUR THAL,JURA KALAN (EAST) (MALE),38220135 - GPS PIPLY Sayedan,Male,Primary,PSRP-I,31.9898539,72.2270327
NOORPUR THAL,JURA KALAN (EAST) (MALE),38220126 - GPS HAVELI CHARAGH,Male,Primary,PSRP-I,32.0036663,72.2346323
NOORPUR THAL,JURA KALAN (EAST) (MALE),38220136 - GPS PIRHAYANWALA,Male,Primary,PSRP-I,31.94342,72.2552699
NOORPUR THAL,JURA KALAN (EAST) (MALE),38220139 - GPS Sarfaraz Wala Aino,Male,Primary,PSRP-I,31.94048,72.0861759
NOORPUR THAL,JURA KALAN (EAST) (MALE),38220025 - GPS HAYAT ULLAH LAGHARI,Male,Primary,PSRP-II,31.9257576,72.2010594
NOORPUR THAL,JURA KALAN (WEST) (MALE),38220309 - GPS DERA RIAZ HUSSAIN SAAGU,Male,Primary,SED,31.83545,71.92638
NOORPUR THAL,JURA KALAN (WEST) (MALE),38220006 - GPS SAEED WALA,Male,Primary,SED,31.8115299,71.7986297
NOORPUR THAL,JURA KALAN (WEST) (MALE),38220127 - GPS JATOI WALA,Male,Primary,SED,31.5631537,72.0104804
NOORPUR THAL,JURA KALAN (WEST) (MALE),38220022 - GPS DERA HAMID WALA,Male,Primary,SED,31.6460392,72.0122254
NOORPUR THAL,JURA KALAN (WEST) (MALE),38220122 - GES DADOO WALA,Male,Middle,SED,31.6225574,71.9234336
NOORPUR THAL,JURA KALAN (WEST) (MALE),38220302 - GPS MOHALLA KALERA BAMBOOL,Male,Primary,SED,31.7456969,71.9595596
NOORPUR THAL,JURA KALAN (WEST) (MALE),38220029 - GPS NO 2 BORANAWALA,Male,Primary,SED,31.6601845,71.9857087
NOORPUR THAL,JURA KALAN (WEST) (MALE),38220007 - GPS Sona Khan,Male,Primary,PSRP-I,31.773835,71.8388083
NOORPUR THAL,JURA KALAN (WEST) (MALE),38220118 - GPS Anwlian Wala,Male,Primary,PSRP-I,31.713843,72.0082753
NOORPUR THAL,JURA KALAN (WEST) (MALE),38220042 - GPS DERA ZAHID WALA,Male,Primary,PSRP-II,31.6510658,71.8260847
NOORPUR THAL,KHI KHURD (MALE),38220119 - GPS AURA SYEDAN,Male,Primary,SED,31.7643129,72.177593
NOORPUR THAL,KHI KHURD (MALE),38220306 - GPS CHAK NO. 34 MB,Male,Primary,PSRP-I,31.9194287,72.1684025
NOORPUR THAL,KHI KHURD (MALE),38220115 - GPS CHAK NO. 36 MB,Male,Primary,PSRP-I,31.9029798,72.1611356
NOORPUR THAL,KHI KHURD (MALE),38220125 - GPS GHULAM AHMED AINO,Male,Primary,PSRP-I,31.931937,72.144963
NOORPUR THAL,KHI KHURD (MALE),38220138 - GPS RAKH TAHLA KHATWAN,Male,Primary,PSRP-I,31.7260497,72.0886685
NOORPUR THAL,KHI KHURD (MALE),38220142 - GPS TAHIR KHAN WALA,Male,Primary,PSRP-I,31.7767226,72.0447743
NOORPUR THAL,KHI KHURD (MALE),38220021 - GPS Dera dost Muhammad chena,Male,Primary,PSRP-I,31.8357302,72.1444025
NOORPUR THAL,KHI KHURD (MALE),38220027 - GPS KOT AHMED KHAN,Male,Primary,PSRP-II,31.8188046,72.1982077
NOORPUR THAL,KHI KHURD (MALE),38220023 - GPS DERA KARITA BUTT,Male,Primary,PSRP-II,31.8284627,72.1096933
NOORPUR THAL,KHI KHURD (MALE),38220121 - GPS BURHAN,Male,Primary,PSRP-II,31.8540628,72.2125476
NOORPUR THAL,KHI KHURD (MALE),38220133 - GPS NASIR ABAD MAJOKA,Male,Primary,PSRP-II,31.7931597,72.1984365
NOORPUR THAL,KHI KHURD (MALE),38220144 - GPS THATHI BAKHSH SHAH,Male,Primary,PSRP-II,31.8350098,72.2149119
NOORPUR THAL,NOOR PUR (EAST) (MALE),38220310 - GPS DERA JAAT BUDHWANA PEELOWAINSE,Male,Primary,PSRP-I,31.9996,72.0508
NOORPUR THAL,NOOR PUR (EAST) (MALE),38220057 - GPS MANGTAN WALA,Male,Primary,SED,31.9205571,71.9315508
NOORPUR THAL,NOOR PUR (EAST) (MALE),38220064 - GPS MUHAMMAD YAR WALA,Male,Primary,SED,32.0026363,71.9594504
NOORPUR THAL,NOOR PUR (EAST) (MALE),38220044 - GPS EASAN KHAIL,Male,Primary,SED,32.0113923,72.0158286
NOORPUR THAL,NOOR PUR (EAST) (MALE),38220009 - GPS GHULAM HUSSAIN WALA,Male,Primary,SED,31.9398534,72.0578032
NOORPUR THAL,NOOR PUR (EAST) (MALE),38220032 - GPS ALLAH JAWAYA WALA,Male,Primary,SED,31.9815772,72.0675571
NOORPUR THAL,NOOR PUR (EAST) (MALE),38220052 - GPS JAMAL KHAIL,Male,Primary,SED,31.9919995,72.0389464
NOORPUR THAL,NOOR PUR (EAST) (MALE),38220058 - GPS MARDAN WALA,Male,Primary,SED,31.9367704,71.9575409
NOORPUR THAL,NOOR PUR (EAST) (MALE),38220011 - GPS MAHRAM KHAIL,Male,Primary,SED,31.994596,72.0007808
NOORPUR THAL,NOOR PUR (EAST) (MALE),38220047 - GPS GOHRAY WALA,Male,Primary,SED,32.0348324,71.9953467
NOORPUR THAL,NOOR PUR (EAST) (MALE),38220233 - GES DHAMAK,Male,Middle,SED,31.9096395,71.9828099
NOORPUR THAL,NOOR PUR (EAST) (MALE),38220048 - GPS GHULAM ALI KHAIL,Male,Primary,PSRP-I,32.02682,71.9592944
NOORPUR THAL,NOOR PUR (EAST) (MALE),38220049 - GPS GOLAY WALA,Male,Primary,PSRP-I,31.9642148,71.9598515
NOORPUR THAL,NOOR PUR (EAST) (MALE),38220059 - GPS MITHA KHAN,Male,Primary,PSRP-I,32.0229201,71.9893807
NOORPUR THAL,NOOR PUR (EAST) (MALE),38220071 - GPS Rakh pelowains,Male,Primary,PSRP-I,32.0681007,71.9702363
NOORPUR THAL,NOOR PUR (NORTH) (MALE),38220079 - GPS CHAK NO. 13-A/MB,Male,Primary,SED,32.1324374,71.8950038
NOORPUR THAL,NOOR PUR (NORTH) (MALE),38220095 - GPS DERA FAZAL WALA,Male,Primary,SED,32.1265009,71.855038
NOORPUR THAL,NOOR PUR (NORTH) (MALE),38220100 - GPS GHANGHAN,Male,Primary,SED,32.1590956,71.7767865
NOORPUR THAL,NOOR PUR (NORTH) (MALE),38220091 - GPS CHAK NO. 17/MB,Male,Primary,SED,32.1392416,71.8189678
NOORPUR THAL,NOOR PUR (NORTH) (MALE),38220230 - GES DRAVI,Male,Middle,SED,32.1597418,71.897315
NOORPUR THAL,NOOR PUR (NORTH) (MALE),38220080 - GPS CHAK NO. 18/MB,Male,Primary,SED,32.1250698,71.8154902
NOORPUR THAL,NOOR PUR (NORTH) (MALE),38220104 - GPS MOHALLAH ZAMAN KHAIL,Male,Primary,SED,32.1939185,71.821265
NOORPUR THAL,NOOR PUR (NORTH) (MALE),38220076 - GPS NO. 1 ADHI SARGAL,Male,Primary,SED,32.1910652,71.8262381
NOORPUR THAL,NOOR PUR (NORTH) (MALE),38220084 - GES CHAK NO. 20/MB,Male,Middle,SED,32.1009619,71.90962
NOORPUR THAL,NOOR PUR (NORTH) (MALE),38220096 - GPS DERA GHULAM HUSSAIN,Male,Primary,PSRP-I,32.19503,71.78184
NOORPUR THAL,NOOR PUR (NORTH) (MALE),38220085 - GPS CHAK NO 29 MB,Male,Primary,PSRP-I,32.1127499,71.9165451
NOORPUR THAL,NOOR PUR (NORTH) (MALE),38220083 - GPS CHAK NO. 16/17-MB,Male,Primary,PSRP-II,32.1433647,71.8189191
NOORPUR THAL,NOOR PUR (NORTH) (MALE),38220109 - GPS TATAR KHAIL,Male,Primary,PSRP-II,32.1581842,71.7984316
NOORPUR THAL,NOOR PUR (SADAR) (MALE),38220054 - GES JAURAN WALA,Male,Middle,SED,31.8249276,71.8680764
NOORPUR THAL,NOOR PUR (SADAR) (MALE),38220040 - GPS DERA GUJRAN WALA,Male,Primary,SED,31.9127918,71.9161257
NOORPUR THAL,NOOR PUR (SADAR) (MALE),38220035 - GPS BHAN GHULAM SARWAR,Male,Primary,SED,31.8455421,71.8417367
NOORPUR THAL,NOOR PUR (SADAR) (MALE),38220060 - GPS MITHA KHAN GHALL,Male,Primary,SED,31.8388973,71.8919
NOORPUR THAL,NOOR PUR (SADAR) (MALE),38220065 - GPS NO. 2 NOOR PUR THAL,Male,Primary,SED,31.8806702,71.9006124
NOORPUR THAL,NOOR PUR (SADAR) (MALE),38220134 - GES NIKROO SHAHEED,Male,Middle,SED,31.7856218,71.903744
NOORPUR THAL,NOOR PUR (SADAR) (MALE),38220223 - GES MAIKAN,Male,Middle,SED,31.7926054,71.7464713
NOORPUR THAL,NOOR PUR (SADAR) (MALE),38220075 - GPS WARHI GUJRAN WALA,Male,Primary,SED,31.8804872,71.9071975
NOORPUR THAL,NOOR PUR (SADAR) (MALE),38220045 - GPS EID GAH NOOR PUR,Male,Primary,SED,31.8796577,71.8935539
NOORPUR THAL,NOOR PUR (SADAR) (MALE),38220066 - GPS NO. 3 NOOR PUR THAL,Male,Primary,SED,31.872937,71.8997898
NOORPUR THAL,NOOR PUR (SADAR) (MALE),38220037 - GPS Dera Allah Dad Baloch,Male,Primary,PSRP-I,31.8345945,71.9043258
NOORPUR THAL,NOOR PUR (SADAR) (MALE),38220067 - GPS NO. 4 NOOR PUR THAL,Male,Primary,PSRP-II,31.8863728,71.8963005
NOORPUR THAL,RAHDARI (MALE),38220017 - GPS RAHDARI,Male,Primary,SED,31.9267968,71.8269734
NOORPUR THAL,RAHDARI (MALE),38220055 - GPS KALWAL,Male,Primary,SED,31.8527662,71.6299356
NOORPUR THAL,RAHDARI (MALE),38220300 - GPS SAIDABAD DAKHLI SHAH WALA JANUBI,Male,Primary,SED,31.8478924,71.689212
NOORPUR THAL,RAHDARI (MALE),38220074 - GES SIDHA WALA,Male,Middle,SED,31.8327739,71.790861
NOORPUR THAL,RAHDARI (MALE),38220305 - GPS AWANA WALA (NEW SCHOOL),Male,Primary,SED,31.8724038,71.6282917
NOORPUR THAL,RAHDARI (MALE),38220226 - GES PALUWAN,Male,Middle,SED,31.8870025,71.8130825
NOORPUR THAL,RAHDARI (MALE),38220015 - GPS BASTI AHMED SHER RAHDARI,Male,Primary,SED,31.9544631,71.7914197
NOORPUR THAL,RAHDARI (MALE),38220008 - GPS DR. ABDULLAH SHAH WALA,Male,Primary,PSRP-I,31.8520592,71.726532
NOORPUR THAL,RAHDARI (MALE),38220068 - GPS DERA PAHORAN WALA,Male,Primary,PSRP-I,31.8798868,71.8484684
